epoch,train_loss,val_loss,train_accuracy,train_precision,train_recall,train_f1,train_iou,train_dice,val_accuracy,val_precision,val_recall,val_f1,val_iou,val_dice
1,0.44442945040762427,0.37464652918279173,0.7974516296383669,0.0077585256165984915,0.054146427396267835,0.013346626005912831,0.0075737507480146075,0.013346628312748951,0.8502787017809291,0.0,0.0,0.0,0.0,0.0
2,0.3696129690855742,0.3838942851126194,0.845024585723555,0.0,0.0,0.0,0.0,0.0,0.8502787017809291,0.0,0.0,0.0,0.0,0.0
3,0.3590842083841562,0.34280175603926183,0.8450245857235548,0.0,0.0,0.0,0.0,0.0,0.8502787017809291,0.0,0.0,0.0,0.0,0.0
4,0.34511974424123765,0.3539992152154446,0.8450245857235547,0.0,0.0,0.0,0.0,0.0,0.8502787017809291,0.0,0.0,0.0,0.0,0.0
5,0.34662500098347665,0.3302451141178608,0.8471094322201358,0.18763046330889363,0.03994168411164499,0.05493182349874195,0.034381379815888555,0.05493182970016532,0.857450332640293,0.5434875672969219,0.40777018775956525,0.3723090546315383,0.2559038134617754,0.37230908827850906
6,0.3358620098978281,0.3253656409308314,0.8525856208798018,0.5864913316432436,0.2161213273411496,0.2690212174351393,0.16879949464229826,0.26902124794082505,0.8602281951891171,0.5852266954918129,0.22607871995283244,0.2522834357293567,0.16541727442796395,0.25228346113277395
7,0.3338550352305174,0.3591401223093271,0.8539155769344887,0.6055304267632934,0.26365593320249237,0.32275378067596294,0.20431744942549698,0.3227538168531075,0.8452931976305459,0.48934974051545915,0.4808061979670813,0.4000702611548973,0.275935577665057,0.4000702998168583
8,0.3315434032678604,0.32207523595541715,0.8545420074459631,0.6034666643036384,0.2601852331391643,0.3225400897168521,0.2050897574590091,0.3225401258475184,0.8612854766832563,0.5559024629297269,0.43142869023557184,0.3946018309316517,0.2749393047178109,0.3946018659361574
9,0.3269510654360056,0.33030546836555,0.8582543754574364,0.6272729562479366,0.28079495006495625,0.3452425187561645,0.22246252444816142,0.34524255581901137,0.8680743408189882,0.5939039838977835,0.3271987343293516,0.34312317421962896,0.2360683607812878,0.34312320532861645
10,0.32601601399481295,0.31445086635649205,0.858841361999184,0.6344285475699919,0.2748038419908239,0.333769246221991,0.21530922288187718,0.33376928140378775,0.8687703704820726,0.5877022270377291,0.3426075110562221,0.35732632542968473,0.24815007313541299,0.35732635763745646
11,0.31788259677588937,0.32202966153621676,0.8648044013973756,0.6420648592723843,0.3474362533271521,0.4170774018524782,0.2752554008204574,0.4170774434196094,0.8683577728258236,0.5521681784423759,0.2381793264473755,0.2771237923322802,0.19002082521549457,0.27712381761813104
12,0.3140325009822845,0.3054257766902447,0.8681728553768661,0.667556026811156,0.35569052885596036,0.4253009884575799,0.2821584358586091,0.42530102941599196,0.8727282714830435,0.5828272589058766,0.3963316250021405,0.4025303110346819,0.28893002055468703,0.40253034561656803
13,0.301698620095849,0.3012419197708368,0.8776384353634354,0.6969306819434736,0.4183636142455099,0.4900061768732703,0.33751650463964544,0.4900062201494327,0.875594177244757,0.6030017071030777,0.5293196448978361,0.4869547768951672,0.3616420496732197,0.4869548163477504
14,0.2915378929674625,0.28434326477348804,0.8826666069027397,0.727554291076255,0.4307210571098273,0.5073606892570165,0.35459580582641786,0.5073607323529922,0.889890289305283,0.6409468583820374,0.4784617946216394,0.47966021877668974,0.36639408366952614,0.47966025458417216
15,0.2752791711688042,0.27663622710853814,0.8908283615108907,0.7547561823856759,0.5003929714482915,0.5620838780841285,0.40762451963640073,0.5620839222987754,0.8876667785630982,0.5921647562615933,0.6798403611078438,0.571799732062769,0.4453878533768835,0.5717997731715035
16,0.2564047151431441,0.26226796975359323,0.8998311614986789,0.772602875819786,0.5450650347826717,0.6063116533648393,0.4525609770843061,0.6063116988514199,0.9003339385972589,0.7046805225945587,0.46189076549904373,0.4898152319570512,0.3885963909653916,0.4898152649752304
17,0.233735822327435,0.22792990509420633,0.9105841636654239,0.8000002611495524,0.5968129502225948,0.6553303944390534,0.5033692648167558,0.6553304409166458,0.9117915344224372,0.7413940612116109,0.5976565906337243,0.6054059172195367,0.48914212694225034,0.6054059581795126
18,0.21734391890466212,0.23432712219655513,0.9174542427059487,0.8057308038040694,0.6346035922909973,0.6855896289231967,0.5378039125552996,0.6855896759463985,0.9087291717515434,0.6893769058774931,0.7199796297651524,0.6503089630856972,0.52961837038517,0.650309006293186
19,0.20303317092359066,0.22235295291990043,0.9219935798641496,0.8173982878806686,0.6714397645694073,0.7170437193780669,0.5732826861094964,0.717043767212991,0.9164379882798518,0.7420916554194578,0.6057030912926971,0.6212763223365922,0.5137933590687946,0.6212763630363477
20,0.19317109050229192,0.21209487350657583,0.9261492156978887,0.8212387120262704,0.6970480604510914,0.7333396359687018,0.5928499563359688,0.7333396840631109,0.9220684814439056,0.7569912092635971,0.6826608243927831,0.6722415238913207,0.5638366225344054,0.6722415670542133
21,0.17651374880224466,0.21497629741206764,0.9334622764583839,0.8362126526944695,0.7302189377864431,0.7633012597565877,0.6295226095442704,0.7633013082962893,0.9177930450425446,0.7460066062176548,0.6845313789883393,0.6622234255027678,0.552094224827056,0.662223468234412
22,0.1621200741827488,0.2145194765739143,0.938647594451546,0.8462166429712685,0.7590181741866043,0.7863362269842677,0.6566434676950937,0.7863362758851128,0.9180026245103186,0.7325475864159726,0.7489850190561654,0.684179985361624,0.5732354680837808,0.6841800289850726
23,0.15208319801837206,0.22895939368754625,0.942115230559943,0.855552585888951,0.7799730734126327,0.8030135193988726,0.6794360625666996,0.8030135684231215,0.9071555328355297,0.6631668358716263,0.8090964262819123,0.6776196870355894,0.5590971529654949,0.6776197309209125
24,0.1341996661759913,0.22896705387160182,0.949731273650761,0.866476653428738,0.8052255513405939,0.8243859706015684,0.710857572247896,0.8243860198369952,0.9269972228989762,0.7832980243282721,0.6752721216092789,0.6863037400294038,0.5875341562574132,0.6863037828350267
25,0.12743188782595097,0.2161599571350962,0.952185840606326,0.8779426482707869,0.8184892800415863,0.835595875928331,0.7260748330797822,0.8355959250847981,0.9174080657944986,0.7202314738482155,0.7443081996248244,0.6823956400583814,0.57035770768046,0.6823956840831048
26,0.10158144859597087,0.22953367594629526,0.9621713256832268,0.8910851487462723,0.8571604327326859,0.8660217898208199,0.7697862964176788,0.8660218393093269,0.9185530090318018,0.7350848011905832,0.6955437381426333,0.670249111863314,0.5616512106461063,0.670249155179773
27,0.09270519023761153,0.24610071920789778,0.9656294250484598,0.8992395998293378,0.8645924749107005,0.8744487072290907,0.7837911444218453,0.8744487567501186,0.9153575134263376,0.7041576689381692,0.7374465340443868,0.6644088186602722,0.5529581171239266,0.6644088617037122
28,0.08017660856246948,0.2802567880507559,0.9700707626339081,0.9076129296948129,0.8910977759910907,0.8954182991059483,0.8140855333068437,0.8954183488761136,0.9229090118394123,0.7385435719409368,0.6974913629373476,0.6804831948242263,0.5781487570246988,0.6804832376254918
29,0.057046185014769435,0.27872055107261984,0.979140605926142,0.9355669021635297,0.9221004480363938,0.9271969120479828,0.8657879535158598,0.9271969619567904,0.9214994811997655,0.7199025484728044,0.7162473182649801,0.6808350057923264,0.5768411752624517,0.6808350492006607
30,0.04455012588761747,0.33845197923947123,0.9836204147335136,0.948300917700615,0.9407471736503282,0.9440148256688953,0.8946490661866158,0.94401487564289,0.9245610046372615,0.7719576367314636,0.6947757683714666,0.6902059514216777,0.5846845953140631,0.6902059950157564
31,0.039530880991369484,0.31229665465652945,0.9853979110714033,0.9542933891865695,0.9452541842824939,0.9492317035120043,0.9039533985669054,0.9492317534842772,0.9135891723618866,0.695458316297499,0.7706896786652351,0.6851188958366489,0.5716054553929272,0.6851189406705835
32,0.0361628245562315,0.3411467176536098,0.9866440773006514,0.9587005057056814,0.949941739158937,0.9538712563323873,0.9122523568520567,0.9538713063096401,0.9223400115952727,0.7649763749691068,0.7356177274056266,0.7052379285716218,0.5963012301070205,0.7052379734984665
33,0.031090244841761885,0.3516198080824688,0.9884193801876134,0.9610655269456276,0.9572547084913101,0.958922968608392,0.92147029973451,0.9589230185972951,0.9211944580064073,0.7544900074250966,0.7353886680017786,0.700586163244401,0.5919239303470722,0.7005862081244539
34,0.02714071580208838,0.3682004409795627,0.989941158294302,0.9657049333485067,0.9626670039453714,0.964026254545718,0.9309486285415959,0.9640263045386896,0.9213959503159771,0.7260918445332203,0.7571072617261249,0.6964218330642169,0.5881232689007407,0.696421877877558
35,0.02528402837458998,0.42136000087484715,0.9907700920101215,0.9691586094158327,0.9660625895566358,0.9674773251070193,0.9372191758189117,0.9674773751014683,0.9251655578599166,0.7728961101184325,0.6978779870231696,0.6922089394817439,0.5875557923105502,0.6922089832856686
36,0.02373337933793664,0.4063312524557114,0.9913090133663229,0.9706619913352241,0.9681118604688718,0.9692665607538141,0.9405313408966158,0.9692666107490022,0.924160919188043,0.748400663475097,0.7319412173893466,0.700000016183544,0.5946633419204546,0.7000000601998151
37,0.022590954834595323,0.4226196578750387,0.9918251419063618,0.9720657864235429,0.9697721338815734,0.9708031410062651,0.9434503880978644,0.9708031910016699,0.9247586059556205,0.7536606670108524,0.7370758702861963,0.6989966996758139,0.5942050567049257,0.698996743952921
38,0.0749804619140923,0.3097448099311441,0.9732660675045127,0.9253019855747351,0.9030556551193172,0.9081476356651714,0.8404342418533339,0.9081476852800767,0.9227514648423422,0.7684451496706798,0.6825138116611984,0.680683489441964,0.5752466001272089,0.6806835326352251
39,0.06879338718019426,0.27672445847652855,0.9745306205745814,0.9205011502810814,0.9082055281992355,0.9089101738848813,0.8380504306913871,0.9089102235561682,0.9073360443101387,0.6617076349626939,0.7917925622796923,0.66982210199901,0.5504036501301726,0.6698221460406465
40,0.029123088126070798,0.3764438028307632,0.9894205665584624,0.9632126453058218,0.9625064333740491,0.9625897112263496,0.9283503724272643,0.9625897612133144,0.9228556060776936,0.7536595208634412,0.7055961217622706,0.6853741950957586,0.5835994094780367,0.68537423846456
41,0.02092006345745176,0.4008975443616509,0.9925070762630511,0.9741136294271503,0.9723629787261016,0.9731712174078602,0.947922317232037,0.9731712674058308,0.9245388793931206,0.7604385660662671,0.7224899531078524,0.6944871257801435,0.5918855014843086,0.6944871696328826
42,0.01857549431733787,0.429770541312173,0.993603038787465,0.9787853632875576,0.9765909841543331,0.9776546506664695,0.9563691618460161,0.9776547006661622,0.924419708250542,0.7676165225340235,0.7089173737185449,0.6915582294841591,0.5890234394501693,0.6915582733205994
43,0.017423519515432417,0.4557820750400424,0.9941461372371719,0.9796444309623287,0.9778693344710251,0.9787101263851455,0.9584719512065756,0.9787101763841892,0.9255462646470258,0.7692886501717001,0.7290646016548504,0.7018885266509982,0.5987656099086024,0.7018885703794259
44,0.016769589767791332,0.4357845870871097,0.9944824409481094,0.9808921765889562,0.9791076609733651,0.9799644988420674,0.9608276837472949,0.9799645488417041,0.9244255828843317,0.7547423950338945,0.7367863380823576,0.6996998305250718,0.5949507661017064,0.6996998747844992
45,0.016469532544724642,0.46034462926909325,0.994646987914662,0.9815443102488436,0.9796875830008438,0.9805918874761304,0.9620327988792715,0.9805919374763742,0.9265213012681176,0.7761810713026387,0.7136305702632205,0.6972124126297801,0.5958875955576809,0.6972124562740777
46,0.01621166870230809,0.4487504303455353,0.9947629356380508,0.9823069696853776,0.9806495076371597,0.9814402803493892,0.9636198232579056,0.9814403303488956,0.9235690307603102,0.7485623743365655,0.7358105550904541,0.6964127526457368,0.592114578181989,0.6964127968126627
47,0.016206390822771935,0.4585685635730624,0.994769115447621,0.981479507754661,0.9812311823751646,0.9813139770965533,0.9633968235299397,0.9813140270958577,0.925310592649955,0.7538395050458385,0.7262662618331066,0.6985092946136413,0.5961239203516467,0.69850933851377
48,0.015773983635008336,0.42256635318510233,0.9949648475643202,0.9826336124588793,0.9821782657312914,0.9823722566460625,0.965405439929298,0.9823723066457616,0.9262355804429228,0.759163029139019,0.7382576381237373,0.7064307409722315,0.601838632382869,0.7064307855138904
49,0.01561985312961042,0.43867637461517006,0.9950426292415664,0.9830046205303965,0.9819535715314406,0.9824501126240675,0.9655701183352443,0.9824501626240177,0.9249897766099174,0.7602343797390878,0.7354651938608956,0.7015585481656185,0.5980459999539405,0.7015585921601248
50,0.015052996701560914,0.4507621484948322,0.9952883911129042,0.9837077672554018,0.9830315398279608,0.983336937917104,0.9672769104281623,0.983336987916865,0.9272853088364756,0.7712635484909671,0.7221048044081391,0.7017914309605096,0.5996265906600917,0.7017914747537588
